episode,Success,Replay Memory,total numsteps,level
1144,0,96793,96793,0
1145,0,96813,96813,0
1146,0,96829,96829,0
1147,0,96853,96853,0
1148,1,96858,96858,0
1149,0,96882,96882,0
1150,0,97138,97138,0
1151,0,97249,97249,0
1152,0,97268,97268,0
1153,1,97276,97276,0
1154,0,97298,97298,0
1155,0,97320,97320,0
1156,0,97341,97341,0
1157,0,97363,97363,0
1158,0,97382,97382,0
1159,0,97434,97434,0
1160,1,97441,97441,0
1161,0,97461,97461,0
1162,0,97484,97484,0
1163,0,97503,97503,0
1164,0,97759,97759,0
1165,0,97776,97776,0
1166,0,97795,97795,0
1167,0,97817,97817,0
1168,0,97835,97835,0
1169,0,97856,97856,0
1170,1,97939,97939,0
1171,1,98131,98131,0
1172,0,98148,98148,0
1173,1,98152,98152,0
1174,0,98171,98171,0
1175,0,98196,98196,0
1176,1,98208,98208,0
1177,0,98464,98464,0
1178,0,98720,98720,0
1179,0,98745,98745,0
1180,1,98747,98747,0
1181,0,98776,98776,0
1182,0,98796,98796,0
1183,0,98818,98818,0
1184,0,98833,98833,0
1185,0,98855,98855,0
1186,0,98880,98880,0
1187,0,98896,98896,0
1188,0,98918,98918,0
1189,0,98943,98943,0
1190,1,98953,98953,0
1191,0,98971,98971,0
1192,0,98994,98994,0
1193,0,99016,99016,0
1194,0,99039,99039,0
1195,0,99064,99064,0
1196,0,99081,99081,0
1197,0,99100,99100,0
1198,0,99128,99128,0
1199,0,99150,99150,0
1200,1,99165,99165,0
1201,0,99421,99421,0
1202,0,99455,99455,0
1203,0,99478,99478,0
1204,0,99500,99500,0
1205,0,99515,99515,0
1206,0,99537,99537,0
1207,0,99563,99563,0
1208,0,99819,99819,0
1209,0,99847,99847,0
1210,0,99866,99866,0
1211,0,99892,99892,0
1212,0,99915,99915,0
1213,0,99959,99959,0
1214,1,99961,99961,0
1215,1,99974,99974,0
1216,0,99992,99992,0
1217,0,100009,100009,0
1218,0,100032,100032,0
1219,0,100050,100050,0
1220,1,100062,100062,0
1221,1,100070,100070,0
1222,0,100326,100326,0
1223,0,100344,100344,0
1224,0,100371,100371,0
1225,1,100428,100428,0
1226,0,100449,100449,0
1227,0,100467,100467,0
1228,0,100485,100485,0
1229,0,100505,100505,0
1230,0,100525,100525,0
1231,1,100532,100532,0
1232,0,100554,100554,0
1233,0,100810,100810,0
1234,0,100828,100828,0
1235,0,100848,100848,0
1236,1,100852,100852,0
1237,0,100875,100875,0
1238,0,100894,100894,0
1239,0,101150,101150,0
1240,0,101167,101167,0
1241,0,101189,101189,0
1242,1,101204,101204,0
1243,1,101212,101212,0
1244,1,101227,101227,0
1245,0,101248,101248,0
1246,1,101279,101279,0
1247,0,101300,101300,0
1248,0,101317,101317,0
1249,0,101345,101345,0
1250,0,101362,101362,0
1251,0,101383,101383,0
1252,0,101404,101404,0
1253,1,101432,101432,0
1254,0,101451,101451,0
1255,0,101470,101470,0
1256,0,101491,101491,0
1257,0,101513,101513,0
1258,0,101534,101534,0
1259,1,101540,101540,0
1260,0,101563,101563,0
1261,0,101585,101585,0
1262,0,101604,101604,0
1263,0,101625,101625,0
1264,0,101644,101644,0
1265,0,101664,101664,0
1266,1,101669,101669,0
1267,0,101694,101694,0
1268,0,101719,101719,0
1269,0,101739,101739,0
1270,0,101760,101760,0
1271,0,101777,101777,0
1272,0,101799,101799,0
1273,0,101820,101820,0
1274,0,101845,101845,0
1275,0,101865,101865,0
1276,1,101908,101908,0
1277,0,101927,101927,0
1278,0,101945,101945,0
1279,0,101966,101966,0
1280,1,101992,101992,0
1281,0,102018,102018,0
1282,0,102048,102048,0
1283,0,102069,102069,0
1284,0,102092,102092,0
1285,1,102106,102106,0
1286,0,102125,102125,0
1287,0,102142,102142,0
1288,0,102161,102161,0
1289,0,102188,102188,0
1290,0,102214,102214,0
1291,0,102239,102239,0
1292,0,102495,102495,0
1293,1,102516,102516,0
1294,0,102535,102535,0
1295,0,102557,102557,0
1296,1,102563,102563,0
1297,0,102586,102586,0
1298,0,102608,102608,0
1299,0,102631,102631,0
1300,0,102651,102651,0
1301,0,102670,102670,0
1302,0,102690,102690,0
1303,0,102709,102709,0
1304,1,102731,102731,0
1305,0,102755,102755,0
1306,0,102776,102776,0
1307,0,102799,102799,0
1308,0,102820,102820,0
1309,0,102844,102844,0
1310,1,102889,102889,0
1311,0,102922,102922,0
1312,0,102941,102941,0
1313,0,102966,102966,0
1314,0,103222,103222,0
1315,0,103243,103243,0
1316,1,103249,103249,0
1317,1,103263,103263,0
1318,0,103519,103519,0
1319,1,103563,103563,0
1320,0,103819,103819,0
1321,1,103832,103832,0
1322,0,103849,103849,0
1323,0,104105,104105,0
1324,0,104129,104129,0
1325,0,104152,104152,0
1326,0,104173,104173,0
1327,0,104195,104195,0
1328,1,104205,104205,0
1329,0,104243,104243,0
1330,1,104259,104259,0
1331,1,104280,104280,0
1332,0,104299,104299,0
1333,0,104322,104322,0
1334,1,104330,104330,0
1335,1,104386,104386,0
1336,0,104407,104407,0
1337,0,104663,104663,0
1338,0,104686,104686,0
1339,1,104698,104698,0
1340,0,104722,104722,0
1341,0,104740,104740,0
1342,0,104756,104756,0
1343,1,104769,104769,0
1344,1,104826,104826,0
1345,0,104849,104849,0
1346,0,104872,104872,0
1347,1,104899,104899,0
1348,0,104922,104922,0
1349,0,104940,104940,0
1350,0,104960,104960,0
1351,0,104983,104983,0
1352,0,105005,105005,0
1353,1,105021,105021,0
1354,0,105043,105043,0
1355,0,105061,105061,0
1356,0,105080,105080,0
1357,0,105103,105103,0
1358,1,105117,105117,0
1359,0,105138,105138,0
1360,0,105157,105157,0
1361,1,105176,105176,0
1362,0,105196,105196,0
1363,0,105217,105217,0
1364,0,105473,105473,0
1365,0,105490,105490,0
1366,0,105746,105746,0
1367,1,105753,105753,0
1368,0,105778,105778,0
1369,0,105800,105800,0
1370,0,105869,105869,0
1371,0,105892,105892,0
1372,0,106148,106148,0
1373,0,106166,106166,0
1374,1,106171,106171,0
1375,0,106191,106191,0
1376,0,106209,106209,0
1377,0,106233,106233,0
1378,0,106489,106489,0
1379,0,106745,106745,0
1380,0,106761,106761,0
1381,0,107017,107017,0
1382,0,107041,107041,0
1383,0,107063,107063,0
1384,0,107085,107085,0
1385,0,107105,107105,0
1386,0,107124,107124,0
1387,0,107148,107148,0
1388,0,107171,107171,0
1389,0,107191,107191,0
1390,1,107206,107206,0
1391,0,107225,107225,0
1392,1,107231,107231,0
1393,0,107253,107253,0
1394,0,107271,107271,0
1395,0,107293,107293,0
1396,1,107319,107319,0
1397,0,107342,107342,0
1398,1,107358,107358,0
1399,0,107379,107379,0
1400,0,107402,107402,0
1401,0,107420,107420,0
1402,0,107440,107440,0
1403,0,107457,107457,0
1404,0,107484,107484,0
1405,0,107740,107740,0
1406,0,107760,107760,0
1407,0,107777,107777,0
1408,0,108033,108033,0
1409,0,108050,108050,0
1410,0,108306,108306,0
1411,0,108562,108562,0
1412,1,108574,108574,0
1413,0,108830,108830,0
1414,0,108851,108851,0
1415,0,108870,108870,0
1416,0,109126,109126,0
1417,0,109382,109382,0
1418,0,109398,109398,0
1419,1,109459,109459,0
1420,0,109479,109479,0
1421,1,109484,109484,0
1422,0,109504,109504,0
1423,1,109520,109520,0
1424,0,109776,109776,0
1425,0,110032,110032,0
1426,0,110052,110052,0
1427,1,110060,110060,0
1428,0,110088,110088,0
1429,1,110183,110183,0
1430,0,110212,110212,0
1431,0,110468,110468,0
1432,0,110487,110487,0
1433,0,110503,110503,0
1434,0,110527,110527,0
1435,1,110534,110534,0
1436,0,110790,110790,0
1437,0,111046,111046,0
1438,0,111066,111066,0
1439,1,111074,111074,0
1440,0,111093,111093,0
1441,1,111103,111103,0
1442,0,111121,111121,0
1443,0,111377,111377,0
1444,1,111380,111380,0
1445,1,111382,111382,0
1446,0,111404,111404,0
1447,1,111415,111415,0
1448,0,111671,111671,0
1449,0,111691,111691,0
1450,0,111716,111716,0
1451,0,111732,111732,0
1452,0,111749,111749,0
1453,1,111801,111801,0
1454,0,112057,112057,0
1455,0,112313,112313,0
1456,0,112331,112331,0
1457,0,112486,112486,0
1458,0,112742,112742,0
1459,0,112998,112998,0
1460,0,113018,113018,0
1461,0,113274,113274,0
1462,1,113292,113292,0
1463,1,113299,113299,0
1464,1,113303,113303,0
1465,1,113312,113312,0
1466,0,113332,113332,0
1467,0,113351,113351,0
1468,1,113366,113366,0
1469,0,113622,113622,0
1470,0,113647,113647,0
1471,0,113903,113903,0
1472,0,113926,113926,0
1473,1,113937,113937,0
1474,0,114193,114193,0
1475,0,114217,114217,0
1476,0,114473,114473,0
1477,0,114495,114495,0
1478,0,114511,114511,0
1479,0,114528,114528,0
1480,1,114540,114540,0
1481,0,114570,114570,0
1482,0,114590,114590,0
1483,0,114611,114611,0
1484,0,114867,114867,0
1485,0,115123,115123,0
1486,0,115145,115145,0
1487,0,115401,115401,0
1488,1,115407,115407,0
1489,0,115426,115426,0
1490,0,115448,115448,0
1491,0,115475,115475,0
1492,0,115731,115731,0
1493,1,115751,115751,0
1494,0,115773,115773,0
1495,0,116029,116029,0
1496,0,116046,116046,0
1497,1,116056,116056,0
1498,0,116081,116081,0
1499,1,116091,116091,0
1500,1,116093,116093,0
1501,1,116102,116102,0
1502,0,116124,116124,0
1503,0,116145,116145,0
1504,0,116164,116164,0
1505,0,116186,116186,0
1506,1,116205,116205,0
1507,0,116223,116223,0
1508,1,116234,116234,0
1509,0,116258,116258,0
1510,1,116272,116272,0
1511,0,116291,116291,0
1512,1,116292,116292,0
1513,1,116499,116499,0
1514,0,116529,116529,0
1515,1,116538,116538,0
1516,0,116565,116565,0
1517,0,116588,116588,0
1518,0,116610,116610,0
1519,0,116635,116635,0
1520,0,116652,116652,0
1521,1,116671,116671,0
1522,0,116927,116927,0
1523,0,116948,116948,0
1524,0,116968,116968,0
1525,1,117059,117059,0
1526,0,117084,117084,0
1527,0,117103,117103,0
1528,0,117122,117122,0
1529,0,117378,117378,0
1530,0,117398,117398,0
1531,0,117421,117421,0
1532,0,117677,117677,0
1533,0,117709,117709,0
1534,0,117732,117732,0
1535,0,117759,117759,0
1536,0,118015,118015,0
1537,1,118033,118033,0
1538,1,118051,118051,0
1539,0,118072,118072,0
1540,0,118098,118098,0
1541,0,118354,118354,0
1542,0,118379,118379,0
1543,0,118399,118399,0
1544,0,118417,118417,0
1545,1,118428,118428,0
1546,1,118504,118504,0
1547,0,118525,118525,0
1548,1,118548,118548,0
1549,1,118562,118562,0
1550,1,118573,118573,0
1551,1,118585,118585,0
1552,0,118611,118611,0
1553,0,118867,118867,0
1554,1,118905,118905,0
1555,1,118924,118924,0
1556,0,118944,118944,0
1557,0,118966,118966,0
1558,0,118984,118984,0
1559,0,119240,119240,0
1560,0,119496,119496,0
1561,0,119514,119514,0
1562,1,119526,119526,0
1563,0,119545,119545,0
1564,0,119563,119563,0
1565,0,119596,119596,0
1566,0,119617,119617,0
1567,0,119643,119643,0
1568,0,119899,119899,0
1569,0,119916,119916,0
1570,1,120084,120084,0
1571,1,120090,120090,0
1572,1,120109,120109,0
1573,1,120237,120237,0
1574,0,120258,120258,0
1575,0,120281,120281,0
1576,0,120537,120537,0
1577,0,120558,120558,0
1578,1,120621,120621,0
1579,1,120640,120640,0
1580,0,120662,120662,0
1581,0,120681,120681,0
1582,1,120699,120699,0
1583,0,120725,120725,0
1584,0,120746,120746,0
1585,0,121002,121002,0
1586,0,121258,121258,0
1587,0,121280,121280,0
1588,0,121300,121300,0
1589,0,121319,121319,0
1590,1,121322,121322,0
1591,0,121578,121578,0
1592,1,121585,121585,0
1593,0,121603,121603,0
1594,1,121617,121617,0
1595,0,121639,121639,0
1596,0,121655,121655,0
1597,0,121673,121673,0
1598,1,121684,121684,0
1599,0,121708,121708,0
1600,1,121723,121723,0
1601,1,121736,121736,0
1602,0,121761,121761,0
1603,1,121786,121786,0
1604,0,122042,122042,0
1605,0,122060,122060,0
1606,0,122080,122080,0
1607,1,122097,122097,0
1608,0,122118,122118,0
1609,0,122137,122137,0
1610,1,122147,122147,0
1611,0,122170,122170,0
1612,0,122188,122188,0
1613,0,122444,122444,0
1614,0,122463,122463,0
1615,1,122474,122474,0
1616,0,122730,122730,0
1617,1,122741,122741,0
1618,0,122997,122997,0
1619,1,123018,123018,0
1620,1,123029,123029,0
1621,0,123050,123050,0
1622,0,123306,123306,0
1623,1,123445,123445,0
1624,0,123462,123462,0
1625,0,123659,123659,0
1626,1,123672,123672,0
1627,1,123683,123683,0
1628,1,123695,123695,0
1629,1,123710,123710,0
1630,0,123731,123731,0
1631,0,123750,123750,0
1632,0,123769,123769,0
1633,0,123788,123788,0
1634,0,123810,123810,0
1635,0,124066,124066,0
1636,0,124083,124083,0
1637,1,124237,124237,0
1638,0,124493,124493,0
1639,0,124512,124512,0
1640,0,124530,124530,0
1641,0,124549,124549,0
1642,0,124584,124584,0
1643,0,124607,124607,0
1644,0,124863,124863,0
1645,0,124881,124881,0
1646,0,124897,124897,0
1647,1,124899,124899,0
1648,1,124909,124909,0
1649,1,124919,124919,0
1650,1,124933,124933,0
1651,0,124992,124992,0
1652,0,125248,125248,0
1653,0,125268,125268,0
1654,0,125291,125291,0
1655,1,125387,125387,0
1656,0,125643,125643,0
1657,1,125652,125652,0
1658,0,125671,125671,0
1659,0,125687,125687,0
1660,1,125697,125697,0
1661,1,125723,125723,0
1662,0,125742,125742,0
1663,1,125758,125758,0
1664,1,125774,125774,0
1665,0,126030,126030,0
1666,1,126043,126043,0
1667,0,126069,126069,0
1668,0,126090,126090,0
1669,1,126224,126224,0
1670,0,126244,126244,0
1671,0,126262,126262,0
1672,0,126292,126292,0
1673,0,126308,126308,0
1674,0,126329,126329,0
1675,0,126585,126585,0
1676,0,126605,126605,0
1677,0,126624,126624,0
1678,0,126642,126642,0
1679,0,126663,126663,0
1680,0,126682,126682,0
1681,1,126694,126694,0
1682,1,126710,126710,0
1683,1,126721,126721,0
1684,1,126725,126725,0
1685,1,126752,126752,0
1686,0,126772,126772,0
1687,1,126789,126789,0
1688,0,126815,126815,0
1689,0,126835,126835,0
1690,0,127091,127091,0
1691,0,127113,127113,0
1692,0,127133,127133,0
1693,0,127152,127152,0
1694,1,127168,127168,0
1695,0,127186,127186,0
1696,0,127205,127205,0
1697,1,127215,127215,0
1698,0,127235,127235,0
1699,0,127255,127255,0
1700,0,127511,127511,0
1701,0,127767,127767,0
1702,0,127785,127785,0
1703,0,127805,127805,0
1704,1,127818,127818,0
1705,1,127834,127834,0
1706,0,127856,127856,0
1707,0,127874,127874,0
1708,0,127894,127894,0
1709,0,127916,127916,0
1710,1,127927,127927,0
1711,0,127946,127946,0
1712,0,128202,128202,0
1713,0,128220,128220,0
1714,0,128240,128240,0
1715,0,128259,128259,0
1716,1,128283,128283,0
1717,0,128305,128305,0
1718,0,128561,128561,0
1719,0,128579,128579,0
1720,0,128596,128596,0
1721,0,128617,128617,0
1722,0,128638,128638,0
1723,0,128662,128662,0
1724,1,128697,128697,0
1725,0,128716,128716,0
1726,1,128723,128723,0
1727,1,128730,128730,0
1728,0,128753,128753,0
1729,1,128763,128763,0
1730,1,128773,128773,0
1731,0,128796,128796,0
1732,0,128815,128815,0
1733,0,128835,128835,0
1734,0,129091,129091,0
1735,0,129132,129132,0
1736,0,129168,129168,0
1737,0,129188,129188,0
1738,0,129211,129211,0
1739,1,129219,129219,0
1740,0,129475,129475,0
1741,0,129493,129493,0
1742,0,129513,129513,0
1743,0,129530,129530,0
1744,0,129548,129548,0
1745,0,129568,129568,0
1746,1,129573,129573,0
1747,1,129587,129587,0
1748,1,129596,129596,0
1749,1,129606,129606,0
1750,0,129626,129626,0
1751,1,129638,129638,0
1752,1,129645,129645,0
1753,0,129666,129666,0
1754,0,129687,129687,0
1755,1,129699,129699,0
1756,0,129719,129719,0
1757,0,129740,129740,0
1758,1,129751,129751,0
1759,0,129776,129776,0
1760,0,129808,129808,0
1761,0,130064,130064,0
1762,0,130084,130084,0
1763,1,130099,130099,0
1764,1,130116,130116,0
1765,0,130137,130137,0
1766,1,130158,130158,0
1767,1,130255,130255,0
1768,0,130279,130279,0
1769,1,130291,130291,0
1770,0,130310,130310,0
1771,0,130330,130330,0
1772,1,130335,130335,0
1773,1,130341,130341,0
1774,0,130363,130363,0
1775,1,130368,130368,0
1776,0,130387,130387,0
1777,1,130402,130402,0
1778,0,130420,130420,0
1779,0,130437,130437,0
1780,0,130492,130492,0
1781,1,130502,130502,0
1782,0,130525,130525,0
1783,1,130538,130538,0
1784,0,130561,130561,0
1785,0,130587,130587,0
1786,0,130606,130606,0
1787,1,130697,130697,0
1788,0,130715,130715,0
1789,0,130734,130734,0
1790,1,130752,130752,0
1791,0,130771,130771,0
1792,1,130782,130782,0
1793,0,130805,130805,0
1794,0,130824,130824,0
1795,0,131080,131080,0
1796,1,131236,131236,0
1797,0,131492,131492,0
1798,1,131507,131507,0
1799,0,131525,131525,0
1800,0,131552,131552,0
1801,0,131808,131808,0
1802,0,131829,131829,0
1803,1,131847,131847,0
1804,0,131869,131869,0
1805,0,131887,131887,0
1806,0,131908,131908,0
1807,0,132164,132164,0
1808,0,132185,132185,0
1809,0,132204,132204,0
1810,0,132235,132235,0
1811,0,132491,132491,0
1812,0,132518,132518,0
1813,1,132536,132536,0
1814,1,132538,132538,0
1815,0,132555,132555,0
1816,1,132577,132577,0
1817,0,132833,132833,0
1818,0,132856,132856,0
1819,1,132864,132864,0
1820,0,132887,132887,0
1821,0,132908,132908,0
1822,0,132930,132930,0
1823,0,132953,132953,0
1824,0,133209,133209,0
1825,0,133229,133229,0
1826,0,133249,133249,0
1827,1,133260,133260,0
1828,0,133516,133516,0
1829,0,133772,133772,0
1830,1,133785,133785,0
1831,0,134041,134041,0
1832,0,134060,134060,0
1833,0,134079,134079,0
1834,0,134335,134335,0
1835,1,134346,134346,0
1836,0,134367,134367,0
1837,0,134387,134387,0
1838,1,134400,134400,0
1839,0,134419,134419,0
1840,1,134429,134429,0
1841,1,134443,134443,0
1842,0,134465,134465,0
1843,0,134489,134489,0
1844,1,134504,134504,0
1845,0,134760,134760,0
1846,0,134781,134781,0
1847,0,134810,134810,0
1848,0,134827,134827,0
1849,0,134848,134848,0
1850,0,134866,134866,0
1851,1,135059,135059,0
1852,0,135315,135315,0
1853,0,135336,135336,0
1854,0,135364,135364,0
1855,0,135388,135388,0
1856,0,135405,135405,0
1857,1,135417,135417,0
1858,0,135436,135436,0
1859,0,135692,135692,0
1860,1,135712,135712,0
1861,0,135729,135729,0
1862,1,135730,135730,0
1863,1,135789,135789,0
1864,0,135807,135807,0
1865,0,135878,135878,0
1866,0,135902,135902,0
1867,0,135922,135922,0
1868,0,135945,135945,0
1869,0,135966,135966,0
1870,1,135971,135971,0
1871,0,135995,135995,0
1872,0,136013,136013,0
1873,1,136025,136025,0
1874,0,136050,136050,0
1875,0,136306,136306,0
1876,1,136326,136326,0
1877,1,136345,136345,0
1878,0,136396,136396,0
1879,1,136410,136410,0
1880,0,136430,136430,0
1881,0,136453,136453,0
1882,1,136461,136461,0
1883,1,136533,136533,0
1884,0,136555,136555,0
1885,0,136574,136574,0
1886,0,136830,136830,0
1887,0,136850,136850,0
1888,0,136874,136874,0
1889,1,136896,136896,0
1890,0,136921,136921,0
1891,0,136941,136941,0
1892,0,137197,137197,0
1893,0,137219,137219,0
1894,0,137238,137238,0
1895,0,137494,137494,0
1896,1,137495,137495,0
1897,1,137516,137516,0
1898,0,137772,137772,0
1899,0,137800,137800,0
1900,1,137804,137804,0
1901,0,137826,137826,0
1902,0,137845,137845,0
1903,1,137866,137866,0
1904,1,137873,137873,0
1905,0,137890,137890,0
1906,0,138146,138146,0
1907,1,138159,138159,0
1908,0,138176,138176,0
1909,0,138199,138199,0
1910,0,138455,138455,0
1911,0,138475,138475,0
1912,0,138495,138495,0
1913,0,138516,138516,0
1914,1,138519,138519,0
1915,0,138538,138538,0
1916,0,138557,138557,0
1917,0,138580,138580,0
1918,1,138590,138590,0
1919,0,138607,138607,0
1920,0,138863,138863,0
1921,0,138883,138883,0
1922,0,138903,138903,0
1923,1,138913,138913,0
1924,1,138935,138935,0
1925,1,138942,138942,0
1926,0,138959,138959,0
1927,0,138979,138979,0
1928,1,138982,138982,0
1929,0,139024,139024,0
1930,1,139033,139033,0
1931,0,139054,139054,0
1932,0,139310,139310,0
1933,1,139325,139325,0
1934,0,139341,139341,0
1935,0,139365,139365,0
1936,0,139621,139621,0
1937,0,139643,139643,0
1938,0,139667,139667,0
1939,1,139671,139671,0
1940,0,139692,139692,0
1941,0,139948,139948,0
1942,1,139952,139952,0
1943,0,139973,139973,0
1944,0,139993,139993,0
1945,0,140011,140011,0
1946,0,140033,140033,0
1947,0,140054,140054,0
1948,1,140068,140068,0
1949,1,140079,140079,0
1950,0,140335,140335,0
1951,0,140355,140355,0
1952,0,140375,140375,0
1953,0,140394,140394,0
1954,1,140505,140505,0
1955,0,140523,140523,0
1956,0,140546,140546,0
1957,0,140568,140568,0
1958,0,140590,140590,0
1959,0,140609,140609,0
1960,1,140639,140639,0
1961,0,140656,140656,0
1962,0,140912,140912,0
1963,1,140929,140929,0
1964,0,140957,140957,0
1965,0,141213,141213,0
1966,0,141469,141469,0
1967,1,141481,141481,0
1968,0,141737,141737,0
1969,1,141740,141740,0
1970,1,141752,141752,0
1971,1,141762,141762,0
1972,0,141783,141783,0
1973,0,141803,141803,0
1974,0,142059,142059,0
1975,0,142089,142089,0
1976,0,142212,142212,0
1977,1,142222,142222,0
1978,0,142239,142239,0
1979,0,142495,142495,0
1980,0,142514,142514,0
1981,0,142770,142770,0
1982,0,142792,142792,0
1983,0,142815,142815,0
1984,0,142845,142845,0
1985,0,142868,142868,0
1986,1,142879,142879,0
1987,0,142901,142901,0
1988,0,143157,143157,0
1989,1,143162,143162,0
1990,1,143255,143255,0
1991,1,143265,143265,0
1992,0,143521,143521,0
1993,0,143777,143777,0
1994,0,143799,143799,0
1995,0,143815,143815,0
1996,1,143821,143821,0
1997,0,143842,143842,0
1998,0,143864,143864,0
1999,0,143888,143888,0
2000,1,143889,143889,0
2001,0,143908,143908,0
2002,0,143924,143924,0
2003,0,144180,144180,0
2004,0,144201,144201,0
2005,0,144226,144226,0
2006,1,144231,144231,0
2007,0,144255,144255,0
2008,0,144271,144271,0
2009,0,144527,144527,0
2010,1,144590,144590,0
2011,0,144609,144609,0
2012,0,144638,144638,0
2013,1,144692,144692,0
2014,1,144699,144699,0
2015,0,144728,144728,0
2016,1,144740,144740,0
2017,1,144750,144750,0
2018,0,144771,144771,0
2019,1,144790,144790,0
2020,0,145046,145046,0
2021,1,145150,145150,0
2022,0,145172,145172,0
2023,1,145173,145173,0
2024,0,145193,145193,0
