episode,Success,Replay Memory,total numsteps,level
8455,1,101029,616817,2
8456,1,101045,616833,2
8457,0,101059,616847,2
8458,0,101082,616870,2
8459,0,101097,616885,2
8460,1,101122,616910,2
8461,0,101137,616925,2
8462,1,101153,616941,2
8463,1,101166,616954,2
8464,0,101182,616970,2
8465,0,101438,617226,2
8466,1,101454,617242,2
8467,1,101464,617252,2
8468,0,101482,617270,2
8469,0,101514,617302,2
8470,0,101529,617317,2
8471,1,101550,617338,2
8472,1,101563,617351,2
8473,1,101584,617372,2
8474,1,101604,617392,2
8475,0,101620,617408,2
8476,1,101647,617435,2
8477,1,101680,617468,2
8478,1,101686,617474,2
8479,1,101709,617497,2
8480,1,101723,617511,2
8481,0,101759,617547,2
8482,1,101785,617573,2
8483,0,101801,617589,2
8484,1,101917,617705,2
8485,1,101931,617719,2
8486,0,101946,617734,2
8487,0,101963,617751,2
8488,0,101978,617766,2
8489,1,101991,617779,2
8490,0,102005,617793,2
8491,0,102261,618049,2
8492,0,102280,618068,2
8493,0,102298,618086,2
8494,0,102325,618113,2
8495,0,102340,618128,2
8496,1,102459,618247,2
8497,1,102472,618260,2
8498,0,102728,618516,2
8499,0,102984,618772,2
8500,1,102995,618783,2
8501,0,103032,618820,2
8502,1,103034,618822,2
8503,0,103049,618837,2
8504,1,103171,618959,2
8505,0,103190,618978,2
8506,1,103203,618991,2
8507,0,103459,619247,2
8508,0,103475,619263,2
8509,0,103492,619280,2
8510,0,103748,619536,2
8511,0,103762,619550,2
8512,1,103780,619568,2
8513,0,103796,619584,2
8514,0,103814,619602,2
8515,1,103829,619617,2
8516,0,103844,619632,2
8517,0,104100,619888,2
8518,0,104117,619905,2
8519,0,104136,619924,2
8520,0,104158,619946,2
8521,0,104182,619970,2
8522,1,104195,619983,2
8523,1,104210,619998,2
8524,0,104227,620015,2
8525,1,104243,620031,2
8526,1,104484,620272,2
8527,0,104500,620288,2
8528,1,104510,620298,2
8529,1,104544,620332,2
8530,1,104562,620350,2
8531,1,104585,620373,2
8532,1,104596,620384,2
8533,0,104612,620400,2
8534,0,104628,620416,2
8535,1,104724,620512,2
8536,1,104736,620524,2
8537,0,104753,620541,2
8538,0,104773,620561,2
8539,0,104789,620577,2
8540,1,104808,620596,2
8541,0,104823,620611,2
8542,1,104860,620648,2
8543,0,105116,620904,2
8544,0,105158,620946,2
8545,0,105173,620961,2
8546,1,105193,620981,2
8547,1,105215,621003,2
8548,1,105272,621060,2
8549,0,105528,621316,2
8550,0,105543,621331,2
8551,0,105558,621346,2
8552,0,105573,621361,2
8553,1,105592,621380,2
8554,1,105594,621382,2
8555,0,105611,621399,2
8556,0,105629,621417,2
8557,1,105641,621429,2
8558,1,105652,621440,2
8559,1,105679,621467,2
8560,1,105695,621483,2
8561,0,105711,621499,2
8562,0,105967,621755,2
8563,0,106003,621791,2
8564,0,106259,622047,2
8565,1,106271,622059,2
8566,1,106286,622074,2
8567,1,106295,622083,2
8568,1,106313,622101,2
8569,1,106339,622127,2
8570,0,106355,622143,2
8571,0,106370,622158,2
8572,0,106385,622173,2
8573,1,106399,622187,2
8574,0,106414,622202,2
8575,1,106433,622221,2
8576,0,106450,622238,2
8577,1,106457,622245,2
8578,0,106475,622263,2
8579,0,106492,622280,2
8580,0,106506,622294,2
8581,1,106531,622319,2
8582,1,106551,622339,2
8583,1,106575,622363,2
8584,0,106593,622381,2
8585,1,106712,622500,2
8586,0,106968,622756,2
8587,0,106988,622776,2
8588,1,107028,622816,2
8589,1,107059,622847,2
8590,0,107074,622862,2
8591,1,107099,622887,2
8592,0,107114,622902,2
8593,0,107198,622986,2
8594,0,107214,623002,2
8595,1,107355,623143,2
8596,0,107369,623157,2
8597,0,107625,623413,2
8598,0,107640,623428,2
8599,0,107660,623448,2
8600,0,107674,623462,2
8601,1,107693,623481,2
8602,0,107709,623497,2
8603,0,107725,623513,2
8604,0,107741,623529,2
8605,0,107774,623562,2
8606,1,107867,623655,2
8607,1,107879,623667,2
8608,1,107901,623689,2
8609,1,107920,623708,2
8610,0,107936,623724,2
8611,1,107956,623744,2
8612,1,107973,623761,2
8613,0,108008,623796,2
8614,1,108066,623854,2
8615,0,108322,624110,2
8616,1,108347,624135,2
8617,0,108603,624391,2
8618,1,108617,624405,2
8619,1,108627,624415,2
8620,0,108643,624431,2
8621,1,108668,624456,2
8622,0,108684,624472,2
8623,0,108699,624487,2
8624,1,108715,624503,2
8625,0,108733,624521,2
8626,1,108746,624534,2
8627,0,108761,624549,2
8628,0,108776,624564,2
8629,1,108801,624589,2
8630,0,108819,624607,2
8631,0,108836,624624,2
8632,1,108849,624637,2
8633,0,108867,624655,2
8634,0,109123,624911,2
8635,0,109139,624927,2
8636,0,109155,624943,2
8637,0,109172,624960,2
8638,0,109428,625216,2
8639,1,109441,625229,2
8640,1,109694,625482,2
8641,0,109950,625738,2
8642,0,109969,625757,2
8643,1,109975,625763,2
8644,0,109992,625780,2
8645,1,110009,625797,2
8646,0,110033,625821,2
8647,1,110076,625864,2
8648,1,110087,625875,2
8649,1,110108,625896,2
8650,0,110133,625921,2
8651,1,110146,625934,2
8652,0,110402,626190,2
8653,0,110421,626209,2
8654,0,110437,626225,2
8655,0,110693,626481,2
8656,0,110714,626502,2
8657,1,110728,626516,2
8658,0,110984,626772,2
8659,1,111002,626790,2
8660,0,111018,626806,2
8661,0,111034,626822,2
8662,0,111290,627078,2
8663,0,111305,627093,2
8664,1,111308,627096,2
8665,0,111326,627114,2
8666,1,111372,627160,2
8667,0,111386,627174,2
8668,0,111407,627195,2
8669,1,111590,627378,2
8670,0,111607,627395,2
8671,0,111625,627413,2
8672,1,111638,627426,2
8673,0,111654,627442,2
8674,1,111682,627470,2
8675,1,111697,627485,2
8676,1,111736,627524,2
8677,0,111754,627542,2
8678,0,111776,627564,2
8679,0,111791,627579,2
8680,1,111811,627599,2
8681,0,111826,627614,2
8682,1,111848,627636,2
8683,0,111865,627653,2
8684,0,111882,627670,2
8685,0,111898,627686,2
8686,1,111910,627698,2
8687,0,112166,627954,2
8688,0,112422,628210,2
8689,1,112437,628225,2
8690,1,112468,628256,2
8691,0,112483,628271,2
8692,0,112739,628527,2
8693,1,112754,628542,2
8694,0,112772,628560,2
8695,0,112792,628580,2
8696,0,112808,628596,2
8697,1,112822,628610,2
8698,1,112834,628622,2
8699,0,112850,628638,2
8700,0,112869,628657,2
8701,0,112887,628675,2
8702,1,112908,628696,2
8703,0,112925,628713,2
8704,1,112982,628770,2
8705,1,113015,628803,2
8706,1,113032,628820,2
8707,0,113288,629076,2
8708,0,113306,629094,2
8709,1,113324,629112,2
8710,1,113530,629318,2
8711,1,113538,629326,2
8712,0,113552,629340,2
8713,0,113568,629356,2
8714,1,113583,629371,2
8715,1,113607,629395,2
8716,1,113621,629409,2
8717,0,113636,629424,2
8718,1,113655,629443,2
8719,1,113671,629459,2
8720,0,113690,629478,2
8721,1,113702,629490,2
8722,1,113707,629495,2
8723,1,113717,629505,2
8724,1,113734,629522,2
8725,0,113751,629539,2
8726,1,113766,629554,2
8727,0,113786,629574,2
8728,0,113802,629590,2
8729,1,113817,629605,2
8730,1,113832,629620,2
8731,1,113883,629671,2
8732,1,113895,629683,2
8733,1,113929,629717,2
8734,1,113966,629754,2
8735,1,114054,629842,2
8736,0,114069,629857,2
8737,1,114100,629888,2
8738,1,114191,629979,2
8739,0,114211,629999,2
8740,1,114226,630014,2
8741,1,114236,630024,2
8742,0,114251,630039,2
8743,0,114271,630059,2
8744,0,114293,630081,2
8745,1,114409,630197,2
8746,0,114430,630218,2
8747,1,114551,630339,2
8748,1,114571,630359,2
8749,0,114590,630378,2
8750,1,114610,630398,2
8751,0,114629,630417,2
8752,0,114645,630433,2
8753,1,114669,630457,2
8754,1,114685,630473,2
8755,0,114704,630492,2
8756,0,114718,630506,2
8757,1,114750,630538,2
8758,0,114767,630555,2
8759,1,114791,630579,2
8760,1,114804,630592,2
8761,1,114816,630604,2
8762,1,114863,630651,2
8763,0,115119,630907,2
8764,1,115134,630922,2
8765,1,115165,630953,2
8766,0,115179,630967,2
8767,1,115236,631024,2
8768,1,115260,631048,2
8769,0,115275,631063,2
8770,1,115296,631084,2
8771,1,115309,631097,2
8772,1,115359,631147,2
8773,1,115509,631297,2
8774,0,115532,631320,2
8775,1,115640,631428,2
8776,1,115654,631442,2
8777,1,115713,631501,2
8778,1,115730,631518,2
8779,0,115986,631774,2
8780,1,116007,631795,2
8781,1,116026,631814,2
8782,0,116041,631829,2
8783,0,116297,632085,2
8784,0,116313,632101,2
8785,0,116328,632116,2
8786,0,116342,632130,2
8787,1,116363,632151,2
8788,0,116381,632169,2
8789,0,116396,632184,2
8790,0,116417,632205,2
8791,1,116458,632246,2
8792,1,116511,632299,2
8793,0,116527,632315,2
8794,1,116560,632348,2
8795,1,116573,632361,2
8796,1,116575,632363,2
8797,1,116607,632395,2
8798,0,116624,632412,2
8799,0,116643,632431,2
8800,1,116653,632441,2
8801,1,116670,632458,2
8802,1,116677,632465,2
8803,1,116692,632480,2
8804,1,116720,632508,2
8805,0,116737,632525,2
8806,0,116752,632540,2
8807,0,117008,632796,2
8808,0,117025,632813,2
8809,1,117044,632832,2
8810,1,117060,632848,2
8811,1,117099,632887,2
8812,0,117116,632904,2
8813,1,117184,632972,2
8814,1,117197,632985,2
8815,0,117219,633007,2
8816,1,117233,633021,2
8817,1,117262,633050,2
8818,0,117281,633069,2
8819,1,117296,633084,2
8820,0,117552,633340,2
8821,0,117568,633356,2
8822,0,117585,633373,2
8823,0,117841,633629,2
8824,1,117890,633678,2
8825,1,117902,633690,2
8826,1,117939,633727,2
8827,0,117964,633752,2
8828,0,118220,634008,2
8829,1,118224,634012,2
8830,0,118242,634030,2
8831,1,118272,634060,2
8832,1,118303,634091,2
8833,1,118316,634104,2
8834,0,118332,634120,2
8835,1,118367,634155,2
8836,0,118623,634411,2
8837,1,118637,634425,2
8838,1,118676,634464,2
8839,1,118690,634478,2
8840,0,118946,634734,2
8841,0,118965,634753,2
8842,1,119065,634853,2
8843,0,119083,634871,2
8844,1,119096,634884,2
8845,0,119110,634898,2
8846,1,119128,634916,2
8847,0,119384,635172,2
8848,0,119640,635428,2
8849,0,119896,635684,2
8850,0,120152,635940,2
8851,0,120170,635958,2
8852,0,120188,635976,2
8853,0,120212,636000,2
8854,1,120231,636019,2
8855,1,120245,636033,2
8856,0,120263,636051,2
8857,1,120282,636070,2
8858,0,120300,636088,2
8859,0,120315,636103,2
8860,0,120331,636119,2
8861,1,120341,636129,2
8862,0,120356,636144,2
8863,1,120377,636165,2
8864,0,120395,636183,2
8865,1,120415,636203,2
8866,1,120558,636346,2
8867,0,120576,636364,2
8868,1,120589,636377,2
8869,1,120598,636386,2
8870,0,120613,636401,2
8871,0,120628,636416,2
8872,1,120646,636434,2
8873,1,120825,636613,2
8874,1,120852,636640,2
8875,0,120873,636661,2
8876,0,120889,636677,2
8877,0,120912,636700,2
8878,1,120945,636733,2
8879,0,120962,636750,2
8880,1,120985,636773,2
8881,0,121016,636804,2
8882,1,121038,636826,2
8883,1,121063,636851,2
8884,1,121099,636887,2
8885,0,121116,636904,2
8886,0,121149,636937,2
8887,0,121172,636960,2
8888,0,121186,636974,2
8889,1,121203,636991,2
8890,0,121459,637247,2
8891,1,121477,637265,2
8892,0,121491,637279,2
8893,1,121508,637296,2
8894,0,121524,637312,2
8895,1,121703,637491,2
8896,0,121720,637508,2
8897,1,121894,637682,2
8898,1,121920,637708,2
8899,1,121953,637741,2
8900,0,121974,637762,2
8901,1,121987,637775,2
8902,1,122000,637788,2
8903,0,122256,638044,2
8904,1,122284,638072,2
8905,0,122540,638328,2
8906,1,122553,638341,2
8907,0,122570,638358,2
8908,0,122586,638374,2
8909,1,122599,638387,2
8910,1,122644,638432,2
8911,0,122659,638447,2
8912,0,122675,638463,2
8913,1,122755,638543,2
8914,0,122772,638560,2
8915,0,122789,638577,2
8916,0,122805,638593,2
8917,1,122823,638611,2
8918,1,123075,638863,2
8919,1,123088,638876,2
8920,1,123118,638906,2
8921,0,123140,638928,2
8922,1,123154,638942,2
8923,1,123214,639002,2
8924,0,123228,639016,2
8925,1,123252,639040,2
8926,1,123258,639046,2
8927,0,123275,639063,2
8928,0,123295,639083,2
8929,0,123551,639339,2
8930,1,123568,639356,2
8931,0,123824,639612,2
8932,1,123843,639631,2
8933,1,123854,639642,2
8934,1,123869,639657,2
8935,1,123886,639674,2
8936,1,123908,639696,2
8937,1,123935,639723,2
8938,1,123944,639732,2
8939,0,123960,639748,2
8940,0,123981,639769,2
8941,1,123991,639779,2
8942,1,124005,639793,2
8943,1,124023,639811,2
8944,0,124039,639827,2
8945,1,124066,639854,2
8946,0,124084,639872,2
8947,0,124099,639887,2
8948,0,124117,639905,2
8949,0,124132,639920,2
8950,1,124147,639935,2
8951,0,124403,640191,2
8952,0,124659,640447,2
8953,0,124680,640468,2
8954,1,124691,640479,2
8955,1,124709,640497,2
8956,1,124725,640513,2
8957,0,124981,640769,2
8958,1,125024,640812,2
8959,0,125046,640834,2
8960,0,125141,640929,2
8961,0,125160,640948,2
8962,1,125176,640964,2
8963,0,125192,640980,2
8964,1,125219,641007,2
8965,0,125235,641023,2
8966,0,125250,641038,2
8967,1,125427,641215,2
8968,1,125443,641231,2
8969,0,125699,641487,2
8970,0,125717,641505,2
8971,1,125742,641530,2
8972,0,125758,641546,2
8973,1,125773,641561,2
8974,0,126029,641817,2
8975,0,126050,641838,2
8976,0,126306,642094,2
8977,0,126323,642111,2
8978,1,126348,642136,2
8979,1,126349,642137,2
8980,0,126372,642160,2
8981,1,126385,642173,2
8982,0,126402,642190,2
8983,1,126442,642230,2
8984,1,126475,642263,2
8985,0,126507,642295,2
8986,0,126523,642311,2
8987,1,126540,642328,2
8988,0,126555,642343,2
8989,1,126570,642358,2
8990,1,126580,642368,2
8991,1,126685,642473,2
8992,1,126702,642490,2
8993,0,126719,642507,2
8994,0,126757,642545,2
8995,1,126771,642559,2
8996,1,126788,642576,2
8997,0,126803,642591,2
8998,1,126842,642630,2
8999,0,126871,642659,2
9000,0,126886,642674,2
9001,1,126911,642699,2
9002,0,126927,642715,2
9003,1,127014,642802,2
9004,1,127088,642876,2
9005,1,127098,642886,2
9006,0,127115,642903,2
9007,1,127126,642914,2
9008,1,127176,642964,2
9009,0,127432,643220,2
9010,0,127446,643234,2
9011,0,127475,643263,2
9012,1,127487,643275,2
9013,1,127520,643308,2
9014,1,127534,643322,2
9015,1,127550,643338,2
9016,0,127568,643356,2
9017,1,127598,643386,2
9018,0,127620,643408,2
9019,0,127636,643424,2
9020,1,127655,643443,2
9021,0,127911,643699,2
9022,1,127985,643773,2
9023,0,128001,643789,2
9024,1,128042,643830,2
9025,0,128056,643844,2
9026,1,128091,643879,2
9027,1,128105,643893,2
9028,1,128119,643907,2
9029,1,128134,643922,2
9030,1,128153,643941,2
9031,0,128169,643957,2
9032,1,128189,643977,2
9033,1,128203,643991,2
9034,1,128227,644015,2
9035,0,128242,644030,2
9036,1,128298,644086,2
9037,1,128320,644108,2
9038,1,128335,644123,2
9039,0,128353,644141,2
9040,0,128393,644181,2
9041,0,128410,644198,2
9042,0,128447,644235,2
9043,1,128467,644255,2
9044,1,128481,644269,2
9045,0,128496,644284,2
9046,0,128752,644540,2
9047,1,128758,644546,2
9048,1,128771,644559,2
9049,1,128789,644577,2
9050,0,128805,644593,2
9051,1,128834,644622,2
9052,1,128845,644633,2
9053,1,128855,644643,2
9054,0,128870,644658,2
9055,1,128890,644678,2
9056,0,128906,644694,2
9057,1,128989,644777,2
9058,1,129070,644858,2
9059,1,129082,644870,2
9060,1,129111,644899,2
9061,1,129131,644919,2
9062,1,129161,644949,2
9063,0,129177,644965,2
9064,0,129193,644981,2
9065,1,129207,644995,2
9066,1,129221,645009,2
9067,1,129228,645016,2
9068,1,129233,645021,2
9069,1,129264,645052,2
9070,1,129292,645080,2
9071,1,129349,645137,2
9072,0,129605,645393,2
9073,1,129623,645411,2
9074,1,129635,645423,2
9075,0,129650,645438,2
9076,0,129906,645694,2
9077,1,129925,645713,2
9078,0,129941,645729,2
9079,1,129961,645749,2
9080,0,129979,645767,2
9081,1,130023,645811,2
9082,1,130137,645925,2
9083,0,130156,645944,2
9084,1,130165,645953,2
9085,1,130183,645971,2
9086,0,130198,645986,2
9087,0,130213,646001,2
9088,1,130278,646066,2
9089,0,130292,646080,2
9090,1,130316,646104,2
9091,1,130331,646119,2
9092,1,130366,646154,2
9093,0,130535,646323,2
9094,0,130580,646368,2
9095,0,130836,646624,2
9096,0,130869,646657,2
9097,1,130910,646698,2
9098,1,130993,646781,2
9099,0,131013,646801,2
9100,1,131050,646838,2
9101,0,131065,646853,2
9102,1,131083,646871,2
9103,1,131115,646903,2
9104,0,131130,646918,2
9105,0,131386,647174,2
9106,1,131402,647190,2
9107,0,131420,647208,2
9108,0,131441,647229,2
9109,0,131459,647247,2
9110,1,131489,647277,2
9111,0,131505,647293,2
9112,0,131761,647549,2
9113,0,132017,647805,2
9114,0,132037,647825,2
9115,0,132053,647841,2
9116,0,132069,647857,2
9117,1,132216,648004,2
9118,0,132421,648209,2
9119,0,132439,648227,2
9120,1,132453,648241,2
9121,1,132473,648261,2
9122,0,132490,648278,2
9123,1,132507,648295,2
9124,0,132763,648551,2
9125,1,132836,648624,2
9126,1,132848,648636,2
9127,1,132861,648649,2
9128,0,132920,648708,2
9129,0,132943,648731,2
9130,1,132953,648741,2
9131,1,132969,648757,2
9132,0,132986,648774,2
9133,0,133001,648789,2
9134,0,133029,648817,2
9135,1,133040,648828,2
9136,1,133054,648842,2
9137,1,133063,648851,2
9138,0,133319,649107,2
9139,1,133324,649112,2
9140,0,133351,649139,2
9141,1,133377,649165,2
9142,0,133396,649184,2
9143,1,133410,649198,2
9144,0,133429,649217,2
9145,0,133685,649473,2
9146,0,133707,649495,2
9147,0,133722,649510,2
9148,0,133746,649534,2
9149,0,133764,649552,2
9150,1,133781,649569,2
9151,0,133797,649585,2
9152,0,133816,649604,2
9153,0,133835,649623,2
9154,0,134091,649879,2
9155,0,134116,649904,2
9156,1,134132,649920,2
9157,1,134153,649941,2
9158,1,134181,649969,2
9159,0,134437,650225,2
9160,0,134457,650245,2
9161,1,134478,650266,2
9162,1,134492,650280,2
9163,0,134748,650536,2
9164,1,134886,650674,2
9165,0,134902,650690,2
9166,0,134917,650705,2
9167,1,134931,650719,2
9168,0,135187,650975,2
9169,1,135207,650995,2
9170,0,135352,651140,2
9171,1,135412,651200,2
9172,1,135425,651213,2
9173,1,135462,651250,2
9174,1,135476,651264,2
9175,0,135732,651520,2
9176,1,135746,651534,2
9177,1,135802,651590,2
9178,1,135822,651610,2
9179,0,135839,651627,2
9180,0,135855,651643,2
9181,0,135871,651659,2
9182,1,135939,651727,2
9183,1,135954,651742,2
9184,0,135969,651757,2
9185,1,135987,651775,2
9186,0,136004,651792,2
9187,1,136034,651822,2
9188,0,136290,652078,2
9189,0,136317,652105,2
9190,0,136332,652120,2
9191,0,136349,652137,2
9192,1,136364,652152,2
9193,0,136379,652167,2
9194,1,136391,652179,2
9195,0,136410,652198,2
9196,1,136457,652245,2
9197,1,136476,652264,2
9198,0,136494,652282,2
9199,1,136515,652303,2
9200,1,136533,652321,2
9201,0,136548,652336,2
9202,1,136560,652348,2
9203,0,136816,652604,2
9204,0,137072,652860,2
9205,1,137086,652874,2
9206,1,137101,652889,2
9207,1,137125,652913,2
9208,1,137136,652924,2
9209,0,137392,653180,2
9210,1,137585,653373,2
9211,1,137599,653387,2
9212,1,137614,653402,2
9213,0,137630,653418,2
9214,0,137649,653437,2
9215,1,137667,653455,2
9216,0,137923,653711,2
9217,1,137935,653723,2
9218,1,137950,653738,2
9219,1,137959,653747,2
9220,1,137972,653760,2
9221,1,137974,653762,2
9222,1,137987,653775,2
9223,1,138002,653790,2
9224,0,138017,653805,2
9225,1,138027,653815,2
9226,1,138046,653834,2
9227,1,138170,653958,2
9228,0,138186,653974,2
9229,0,138202,653990,2
9230,0,138458,654246,2
9231,1,138510,654298,2
9232,1,138571,654359,2
9233,0,138586,654374,2
9234,1,138599,654387,2
9235,1,138612,654400,2
9236,1,138625,654413,2
9237,0,138639,654427,2
9238,0,138667,654455,2
9239,1,138677,654465,2
9240,1,138687,654475,2
9241,1,138697,654485,2
9242,1,138726,654514,2
9243,1,138740,654528,2
9244,1,138773,654561,2
9245,0,138795,654583,2
9246,0,138813,654601,2
9247,0,138831,654619,2
9248,1,138854,654642,2
9249,1,138869,654657,2
9250,1,138897,654685,2
9251,0,138912,654700,2
9252,0,138930,654718,2
9253,0,138944,654732,2
9254,0,138963,654751,2
9255,0,139219,655007,2
9256,1,139226,655014,2
9257,1,139245,655033,2
9258,1,139261,655049,2
9259,0,139280,655068,2
9260,0,139297,655085,2
9261,1,139368,655156,2
9262,0,139624,655412,2
9263,0,139641,655429,2
9264,1,139665,655453,2
9265,1,139702,655490,2
9266,1,139713,655501,2
9267,1,139729,655517,2
9268,0,139742,655530,2
9269,0,139769,655557,2
9270,1,139795,655583,2
9271,0,139813,655601,2
9272,1,139855,655643,2
9273,0,139873,655661,2
9274,1,139911,655699,2
9275,1,139982,655770,2
9276,0,139998,655786,2
9277,0,140014,655802,2
9278,0,140270,656058,2
9279,1,140278,656066,2
9280,1,140488,656276,2
9281,0,140514,656302,2
9282,1,140530,656318,2
9283,1,140556,656344,2
9284,1,140581,656369,2
9285,1,140593,656381,2
9286,1,140629,656417,2
9287,1,140677,656465,2
9288,1,140699,656487,2
9289,1,140705,656493,2
9290,1,140721,656509,2
9291,0,140977,656765,2
9292,0,140995,656783,2
9293,0,141013,656801,2
9294,0,141027,656815,2
9295,0,141044,656832,2
9296,1,141067,656855,2
9297,1,141082,656870,2
9298,0,141098,656886,2
9299,1,141116,656904,2
9300,0,141372,657160,2
9301,1,141394,657182,2
9302,0,141410,657198,2
9303,1,141433,657221,2
9304,0,141448,657236,2
9305,1,141461,657249,2
9306,1,141475,657263,2
9307,1,141477,657265,2
9308,0,141491,657279,2
9309,1,141516,657304,2
9310,1,141529,657317,2
9311,1,141542,657330,2
9312,0,141559,657347,2
9313,0,141815,657603,2
9314,0,141833,657621,2
9315,0,141848,657636,2
9316,1,141942,657730,2
9317,0,141969,657757,2
9318,1,141987,657775,2
9319,0,142243,658031,2
9320,0,142261,658049,2
9321,0,142278,658066,2
9322,0,142293,658081,2
9323,0,142310,658098,2
9324,1,142323,658111,2
9325,0,142341,658129,2
9326,0,142357,658145,2
9327,1,142377,658165,2
9328,0,142633,658421,2
9329,1,142647,658435,2
9330,1,142662,658450,2
9331,1,142686,658474,2
9332,0,142942,658730,2
9333,0,142958,658746,2
9334,0,142983,658771,2
9335,1,142993,658781,2
9336,0,143009,658797,2
9337,1,143031,658819,2
9338,1,143062,658850,2
9339,1,143072,658860,2
9340,1,143085,658873,2
9341,0,143101,658889,2
9342,0,143122,658910,2
9343,0,143139,658927,2
9344,1,143146,658934,2
9345,1,143158,658946,2
9346,1,143174,658962,2
9347,0,143193,658981,2
9348,1,143200,658988,2
9349,0,143215,659003,2
9350,1,143226,659014,2
9351,1,143238,659026,2
9352,1,143250,659038,2
9353,0,143265,659053,2
9354,1,143277,659065,2
9355,0,143292,659080,2
9356,1,143321,659109,2
9357,0,143337,659125,2
9358,1,143357,659145,2
9359,0,143378,659166,2
9360,1,143392,659180,2
9361,0,143407,659195,2
9362,0,143663,659451,2
9363,0,143919,659707,2
9364,1,143949,659737,2
9365,1,143996,659784,2
9366,1,144008,659796,2
9367,1,144023,659811,2
9368,0,144044,659832,2
9369,1,144058,659846,2
9370,1,144076,659864,2
9371,0,144113,659901,2
9372,1,144128,659916,2
9373,1,144168,659956,2
9374,1,144185,659973,2
9375,1,144201,659989,2
9376,0,144220,660008,2
9377,1,144237,660025,2
9378,1,144255,660043,2
9379,0,144271,660059,2
9380,0,144293,660081,2
9381,1,144316,660104,2
9382,1,144331,660119,2
9383,1,144341,660129,2
9384,0,144367,660155,2
9385,0,144385,660173,2
9386,0,144412,660200,2
9387,1,144426,660214,2
9388,1,144502,660290,2
9389,0,144519,660307,2
9390,1,144527,660315,2
9391,0,144543,660331,2
9392,0,144558,660346,2
9393,1,144579,660367,2
9394,1,144595,660383,2
9395,0,144613,660401,2
9396,1,144630,660418,2
9397,1,144641,660429,2
9398,0,144679,660467,2
9399,1,144685,660473,2
9400,0,144700,660488,2
9401,0,144715,660503,2
9402,1,144727,660515,2
9403,1,144744,660532,2
9404,0,145000,660788,2
9405,1,145018,660806,2
9406,0,145039,660827,2
9407,1,145066,660854,2
9408,1,145089,660877,2
9409,1,145104,660892,2
9410,1,145144,660932,2
9411,1,145158,660946,2
9412,1,145186,660974,2
9413,1,145204,660992,2
9414,0,145220,661008,2
9415,1,145228,661016,2
9416,1,145344,661132,2
9417,1,145366,661154,2
9418,0,145381,661169,2
9419,0,145398,661186,2
9420,1,145433,661221,2
9421,1,145446,661234,2
9422,1,145451,661239,2
9423,1,145470,661258,2
9424,0,145488,661276,2
9425,0,145515,661303,2
9426,0,145530,661318,2
9427,0,145546,661334,2
9428,0,145575,661363,2
9429,1,145593,661381,2
9430,1,145606,661394,2
9431,1,145656,661444,2
9432,1,145671,661459,2
9433,0,145687,661475,2
9434,1,145709,661497,2
9435,1,145728,661516,2
9436,1,145787,661575,2
9437,0,145810,661598,2
9438,0,145825,661613,2
9439,0,145839,661627,2
9440,1,145850,661638,2
9441,0,145867,661655,2
9442,1,145889,661677,2
9443,1,145902,661690,2
9444,1,145936,661724,2
9445,1,145970,661758,2
9446,1,145992,661780,2
9447,0,146045,661833,2
9448,1,146060,661848,2
9449,1,146068,661856,2
9450,0,146085,661873,2
9451,1,146095,661883,2
9452,1,146110,661898,2
9453,1,146124,661912,2
9454,1,146156,661944,2
9455,0,146178,661966,2
9456,1,146184,661972,2
9457,1,146212,662000,2
9458,0,146232,662020,2
9459,1,146243,662031,2
9460,1,146288,662076,2
9461,0,146544,662332,2
9462,0,146562,662350,2
9463,1,146610,662398,2
9464,1,146744,662532,2
9465,1,146758,662546,2
9466,1,146782,662570,2
9467,0,146796,662584,2
9468,1,146800,662588,2
9469,0,146815,662603,2
9470,1,146828,662616,2
9471,1,146845,662633,2
9472,0,146860,662648,2
9473,1,146878,662666,2
9474,1,146923,662711,2
9475,0,146946,662734,2
9476,0,146963,662751,2
9477,1,146977,662765,2
9478,1,146988,662776,2
9479,0,147004,662792,2
9480,0,147020,662808,2
9481,1,147028,662816,2
9482,0,147043,662831,2
9483,1,147061,662849,2
9484,1,147094,662882,2
9485,1,147111,662899,2
9486,1,147125,662913,2
9487,0,147140,662928,2
9488,1,147154,662942,2
9489,1,147178,662966,2
9490,1,147190,662978,2
9491,1,147199,662987,2
9492,0,147217,663005,2
9493,1,147256,663044,2
9494,0,147273,663061,2
9495,1,147279,663067,2
9496,1,147291,663079,2
9497,0,147306,663094,2
9498,0,147325,663113,2
9499,0,147343,663131,2
9500,1,147357,663145,2
9501,1,147372,663160,2
9502,1,147383,663171,2
9503,1,147395,663183,2
9504,0,147502,663290,2
9505,1,147523,663311,2
9506,1,147538,663326,2
9507,0,147553,663341,2
9508,1,147583,663371,2
9509,1,147754,663542,2
9510,1,147960,663748,2
9511,0,147977,663765,2
9512,1,147996,663784,2
9513,0,148014,663802,2
9514,0,148041,663829,2
9515,1,148053,663841,2
9516,1,148067,663855,2
9517,1,148084,663872,2
9518,1,148137,663925,2
9519,0,148153,663941,2
9520,0,148409,664197,2
9521,0,148665,664453,2
9522,1,148746,664534,2
9523,1,148757,664545,2
9524,1,148770,664558,2
9525,0,148790,664578,2
9526,1,148837,664625,2
9527,1,148848,664636,2
9528,1,148863,664651,2
9529,1,148884,664672,2
